VocabularyEN,ExampleSentences,ExampleSentencesCH,Synonym,SynonymCH
asunder,asunder例句测试2,asunder例句测试翻译2,asunder同义词测试2,asunder同义词测试翻译2
asylum,asylum例句测试1,asylum例句测试翻译1,asylum同义词测试1,asylum同义词测试翻译1
asylum,asylum例句测试2,asylum例句测试翻译2,asylum同义词测试2,asylum同义词测试翻译2
asymmetric,asymmetric例句测试1,asymmetric例句测试翻译1,asymmetric同义词测试1,asymmetric同义词测试翻译1
asymmetric,asymmetric例句测试2,asymmetric例句测试翻译2,asymmetric同义词测试2,asymmetric同义词测试翻译2
atheism,atheism例句测试1,atheism例句测试翻译1,atheism同义词测试1,atheism同义词测试翻译1
atheism,atheism例句测试2,atheism例句测试翻译2,atheism同义词测试2,atheism同义词测试翻译2
athlete,athlete例句测试1,athlete例句测试翻译1,athlete同义词测试1,athlete同义词测试翻译1
athlete,athlete例句测试2,athlete例句测试翻译2,athlete同义词测试2,athlete同义词测试翻译2
athletic,athletic例句测试1,athletic例句测试翻译1,athletic同义词测试1,athletic同义词测试翻译1
athletic,athletic例句测试2,athletic例句测试翻译2,athletic同义词测试2,athletic同义词测试翻译2
athletics,athletics例句测试1,athletics例句测试翻译1,athletics同义词测试1,athletics同义词测试翻译1
athletics,athletics例句测试2,athletics例句测试翻译2,athletics同义词测试2,athletics同义词测试翻译2
Atlantic,Atlantic例句测试1,Atlantic例句测试翻译1,Atlantic同义词测试1,Atlantic同义词测试翻译1
Atlantic,Atlantic例句测试2,Atlantic例句测试翻译2,Atlantic同义词测试2,Atlantic同义词测试翻译2
atmosphere,atmosphere例句测试1,atmosphere例句测试翻译1,atmosphere同义词测试1,atmosphere同义词测试翻译1
atmosphere,atmosphere例句测试2,atmosphere例句测试翻译2,atmosphere同义词测试2,atmosphere同义词测试翻译2
atom,atom例句测试1,atom例句测试翻译1,atom同义词测试1,atom同义词测试翻译1
atom,atom例句测试2,atom例句测试翻译2,atom同义词测试2,atom同义词测试翻译2
atomic,atomic例句测试1,atomic例句测试翻译1,atomic同义词测试1,atomic同义词测试翻译1
atomic,atomic例句测试2,atomic例句测试翻译2,atomic同义词测试2,atomic同义词测试翻译2
atonal,atonal例句测试1,atonal例句测试翻译1,atonal同义词测试1,atonal同义词测试翻译1
atonal,atonal例句测试2,atonal例句测试翻译2,atonal同义词测试2,atonal同义词测试翻译2
atrocious,atrocious例句测试1,atrocious例句测试翻译1,atrocious同义词测试1,atrocious同义词测试翻译1
atrocious,atrocious例句测试2,atrocious例句测试翻译2,atrocious同义词测试2,atrocious同义词测试翻译2
atrocity,atrocity例句测试1,atrocity例句测试翻译1,atrocity同义词测试1,atrocity同义词测试翻译1
atrocity,atrocity例句测试2,atrocity例句测试翻译2,atrocity同义词测试2,atrocity同义词测试翻译2
atrophy,atrophy例句测试1,atrophy例句测试翻译1,atrophy同义词测试1,atrophy同义词测试翻译1
atrophy,atrophy例句测试2,atrophy例句测试翻译2,atrophy同义词测试2,atrophy同义词测试翻译2
attach,attach例句测试1,attach例句测试翻译1,attach同义词测试1,attach同义词测试翻译1
attach,attach例句测试2,attach例句测试翻译2,attach同义词测试2,attach同义词测试翻译2
attachment,attachment例句测试1,attachment例句测试翻译1,attachment同义词测试1,attachment同义词测试翻译1
attachment,attachment例句测试2,attachment例句测试翻译2,attachment同义词测试2,attachment同义词测试翻译2
attack,attack例句测试1,attack例句测试翻译1,attack同义词测试1,attack同义词测试翻译1
attack,attack例句测试2,attack例句测试翻译2,attack同义词测试2,attack同义词测试翻译2
attain,attain例句测试1,attain例句测试翻译1,attain同义词测试1,attain同义词测试翻译1
attain,attain例句测试2,attain例句测试翻译2,attain同义词测试2,attain同义词测试翻译2
attainment,attainment例句测试1,attainment例句测试翻译1,attainment同义词测试1,attainment同义词测试翻译1
attainment,attainment例句测试2,attainment例句测试翻译2,attainment同义词测试2,attainment同义词测试翻译2
attempt,attempt例句测试1,attempt例句测试翻译1,attempt同义词测试1,attempt同义词测试翻译1
attempt,attempt例句测试2,attempt例句测试翻译2,attempt同义词测试2,attempt同义词测试翻译2
attend,attend例句测试1,attend例句测试翻译1,attend同义词测试1,attend同义词测试翻译1
attend,attend例句测试2,attend例句测试翻译2,attend同义词测试2,attend同义词测试翻译2
attendant,attendant例句测试1,attendant例句测试翻译1,attendant同义词测试1,attendant同义词测试翻译1
attendant,attendant例句测试2,attendant例句测试翻译2,attendant同义词测试2,attendant同义词测试翻译2
attent,attent例句测试1,attent例句测试翻译1,attent同义词测试1,attent同义词测试翻译1
attent,attent例句测试2,attent例句测试翻译2,attent同义词测试2,attent同义词测试翻译2
attention,attention例句测试1,attention例句测试翻译1,attention同义词测试1,attention同义词测试翻译1
attention,attention例句测试2,attention例句测试翻译2,attention同义词测试2,attention同义词测试翻译2
attenuate,attenuate例句测试1,attenuate例句测试翻译1,attenuate同义词测试1,attenuate同义词测试翻译1
attenuate,attenuate例句测试2,attenuate例句测试翻译2,attenuate同义词测试2,attenuate同义词测试翻译2
attest,attest例句测试1,attest例句测试翻译1,attest同义词测试1,attest同义词测试翻译1
attest,attest例句测试2,attest例句测试翻译2,attest同义词测试2,attest同义词测试翻译2
attic,attic例句测试1,attic例句测试翻译1,attic同义词测试1,attic同义词测试翻译1
attic,attic例句测试2,attic例句测试翻译2,attic同义词测试2,attic同义词测试翻译2
attitude,attitude例句测试1,attitude例句测试翻译1,attitude同义词测试1,attitude同义词测试翻译1
attitude,attitude例句测试2,attitude例句测试翻译2,attitude同义词测试2,attitude同义词测试翻译2
attorney,attorney例句测试1,attorney例句测试翻译1,attorney同义词测试1,attorney同义词测试翻译1
attorney,attorney例句测试2,attorney例句测试翻译2,attorney同义词测试2,attorney同义词测试翻译2
attract,attract例句测试1,attract例句测试翻译1,attract同义词测试1,attract同义词测试翻译1
attract,attract例句测试2,attract例句测试翻译2,attract同义词测试2,attract同义词测试翻译2
attraction,attraction例句测试1,attraction例句测试翻译1,attraction同义词测试1,attraction同义词测试翻译1
attraction,attraction例句测试2,attraction例句测试翻译2,attraction同义词测试2,attraction同义词测试翻译2
attractive,attractive例句测试1,attractive例句测试翻译1,attractive同义词测试1,attractive同义词测试翻译1
attractive,attractive例句测试2,attractive例句测试翻译2,attractive同义词测试2,attractive同义词测试翻译2
attribute,attribute例句测试1,attribute例句测试翻译1,attribute同义词测试1,attribute同义词测试翻译1
attribute,attribute例句测试2,attribute例句测试翻译2,attribute同义词测试2,attribute同义词测试翻译2
attrition,attrition例句测试1,attrition例句测试翻译1,attrition同义词测试1,attrition同义词测试翻译1
attrition,attrition例句测试2,attrition例句测试翻译2,attrition同义词测试2,attrition同义词测试翻译2
attune,attune例句测试1,attune例句测试翻译1,attune同义词测试1,attune同义词测试翻译1
attune,attune例句测试2,attune例句测试翻译2,attune同义词测试2,attune同义词测试翻译2
auction,auction例句测试1,auction例句测试翻译1,auction同义词测试1,auction同义词测试翻译1
auction,auction例句测试2,auction例句测试翻译2,auction同义词测试2,auction同义词测试翻译2
audacious,audacious例句测试1,audacious例句测试翻译1,audacious同义词测试1,audacious同义词测试翻译1
audacious,audacious例句测试2,audacious例句测试翻译2,audacious同义词测试2,audacious同义词测试翻译2
audible,audible例句测试1,audible例句测试翻译1,audible同义词测试1,audible同义词测试翻译1
audible,audible例句测试2,audible例句测试翻译2,audible同义词测试2,audible同义词测试翻译2
audience,audience例句测试1,audience例句测试翻译1,audience同义词测试1,audience同义词测试翻译1
audience,audience例句测试2,audience例句测试翻译2,audience同义词测试2,audience同义词测试翻译2
audio,audio例句测试1,audio例句测试翻译1,audio同义词测试1,audio同义词测试翻译1
audio,audio例句测试2,audio例句测试翻译2,audio同义词测试2,audio同义词测试翻译2
audit,audit例句测试1,audit例句测试翻译1,audit同义词测试1,audit同义词测试翻译1
audit,audit例句测试2,audit例句测试翻译2,audit同义词测试2,audit同义词测试翻译2
audition,audition例句测试1,audition例句测试翻译1,audition同义词测试1,audition同义词测试翻译1
audition,audition例句测试2,audition例句测试翻译2,audition同义词测试2,audition同义词测试翻译2
auditor,auditor例句测试1,auditor例句测试翻译1,auditor同义词测试1,auditor同义词测试翻译1
auditor,auditor例句测试2,auditor例句测试翻译2,auditor同义词测试2,auditor同义词测试翻译2
auditorium,auditorium例句测试1,auditorium例句测试翻译1,auditorium同义词测试1,auditorium同义词测试翻译1
auditorium,auditorium例句测试2,auditorium例句测试翻译2,auditorium同义词测试2,auditorium同义词测试翻译2
augment,augment例句测试1,augment例句测试翻译1,augment同义词测试1,augment同义词测试翻译1
augment,augment例句测试2,augment例句测试翻译2,augment同义词测试2,augment同义词测试翻译2
augur,augur例句测试1,augur例句测试翻译1,augur同义词测试1,augur同义词测试翻译1
augur,augur例句测试2,augur例句测试翻译2,augur同义词测试2,augur同义词测试翻译2
augury,augury例句测试1,augury例句测试翻译1,augury同义词测试1,augury同义词测试翻译1
augury,augury例句测试2,augury例句测试翻译2,augury同义词测试2,augury同义词测试翻译2
august,august例句测试1,august例句测试翻译1,august同义词测试1,august同义词测试翻译1
august,august例句测试2,august例句测试翻译2,august同义词测试2,august同义词测试翻译2
aura,aura例句测试1,aura例句测试翻译1,aura同义词测试1,aura同义词测试翻译1
aura,aura例句测试2,aura例句测试翻译2,aura同义词测试2,aura同义词测试翻译2
auspice,auspice例句测试1,auspice例句测试翻译1,auspice同义词测试1,auspice同义词测试翻译1
auspice,auspice例句测试2,auspice例句测试翻译2,auspice同义词测试2,auspice同义词测试翻译2
auspices,auspices例句测试1,auspices例句测试翻译1,auspices同义词测试1,auspices同义词测试翻译1
auspices,auspices例句测试2,auspices例句测试翻译2,auspices同义词测试2,auspices同义词测试翻译2
auspicious,auspicious例句测试1,auspicious例句测试翻译1,auspicious同义词测试1,auspicious同义词测试翻译1
auspicious,auspicious例句测试2,auspicious例句测试翻译2,auspicious同义词测试2,auspicious同义词测试翻译2
austere,austere例句测试1,austere例句测试翻译1,austere同义词测试1,austere同义词测试翻译1
austere,austere例句测试2,austere例句测试翻译2,austere同义词测试2,austere同义词测试翻译2
austerity,austerity例句测试1,austerity例句测试翻译1,austerity同义词测试1,austerity同义词测试翻译1
austerity,austerity例句测试2,austerity例句测试翻译2,austerity同义词测试2,austerity同义词测试翻译2
